#,#,#,#,#,#,#,#,#,#,#,#,#
#,8,9,10,11,13,14,15,#,#,K,25,#
#,7,A,#,12,D,#,16,H,22,23,24,#
#,6,#,#,.,#,#,17,#,21,#,26,#
#,5,#,#,.,#,#,18,19,20,.,27,#
#,4,.,.,.,#,E,.,I,#,#,28,#
#,3,#,#,.,43,42,41,40,.,.,29,#
#,2,B,#,#,44,#,#,39,#,#,30,#
#,1,#,#,#,45,F,G,38,#,L,31,#
#,0,49,48,47,46,#,#,37,#,#,32,#
#,.,#,C,#,.,.,.,36,35,34,33,#
#,.,#,#,#,.,.,#,#,J,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#
